scene	code_index	zh_body
SEEN3514	6971	$S081*炸弹*
SEEN3514	6975	　*巴姆* (英语).
SEEN3514	6979	　* 砰 * ！ * 砰 * ！
SEEN3514	7117	「没有！ 赫尔
SEEN3514	7611	如果我让我的情绪变得更好 在这里,它会结束 就像昨天。
SEEN3514	7629	我得跟她说清楚
SEEN3514	7631	关于我喜欢谁
SEEN3514	7634	我不能再和她在一起了…
SEEN3514	7653	渐渐地,太阳下悬,伸展在地上之阴.
SEEN3514	7655	走廊的莲花地板也被日落染成粉红色.
SEEN3514	7657	我不知道为什么红色,一种 应该是活泼和强烈的颜色, 变得如此忧郁 在这样的场合… ？
SEEN3514	7659	我抚摸我的膝盖,这些膝盖因疲劳而颤抖,而我靠在墙上。
SEEN3514	7661	我还没找到她…
SEEN3514	7663	她真的还在上学吗？
SEEN3514	7667	这是一个巨大的,深的叹息… 一个反映我疲劳的叹息。
SEEN3514	7674	我一看窗外 感觉就像我的血冻僵了
SEEN3514	7676	在一丁点的庭院里,有人站着
SEEN3514	7678	她的头发在风中飘动… 我认得！
SEEN3514	7681	(―椋！)
SEEN3514	7699	我的腿动得好像我一点都没累
SEEN3514	7701	我跑过走廊
SEEN3514	7703	虽然我知道等待我的事情只会很痛苦 但我会继续超速前进
SEEN3514	7705	为了跟她道别…
SEEN3514	7707	我跑过去…
SEEN3514	7728	微风坚固.
SEEN3514	7730	在红色的风景中,寒冷的… 冷风袭击了我的身体。
SEEN3514	7732	就像我们周围的树叶在风中摇晃…
SEEN3514	7734	风吹得好像笼罩着我一样 好像它从我身体上滑过去一样
SEEN3514	7737	就像它冷冻了我的心一样
SEEN3514	7997	我胸口受到强烈冲击
SEEN3514	7999	然后,我嘴里流传着强烈的感觉。
SEEN3514	8001	湿软的东西压在我的嘴唇上
SEEN3514	8004	有一瞬间,我无法弄清楚发生了什么。
SEEN3514	8082	「… 额… ？」
SEEN3514	8084	她叫我我的名字… … . .
SEEN3514	8086	她又把嘴唇挤到我身上了
SEEN3514	8088	我脑海一片空白
